"","PROBEID","SYMBOL"
"26193","TC0600011973.hg.1",NA
"26194","TC0600011974.hg.1",NA
"26195","TC0600011976.hg.1",NA
"26196","TC0600011979.hg.1",NA
"26197","TC0600011980.hg.1",NA
"26198","TC0600011981.hg.1",NA
"26199","TC0600011982.hg.1",NA
"26200","TC0600011983.hg.1",NA
"26201","TC0600011985.hg.1",NA
"26202","TC0600011990.hg.1",NA
"26203","TC0600011992.hg.1",NA
"26204","TC0600011993.hg.1",NA
"26205","TC0600011994.hg.1",NA
"26206","TC0600011995.hg.1",NA
"26207","TC0600012000.hg.1",NA
"26208","TC0600012004.hg.1","PGK2"
"26209","TC0600012005.hg.1","LOC101927048"
"26210","TC0600012008.hg.1","DEFB133"
"26211","TC0600012018.hg.1",NA
"26212","TC0600012020.hg.1",NA
"26213","TC0600012022.hg.1",NA
"26214","TC0600012027.hg.1",NA
"26215","TC0600012030.hg.1",NA
"26216","TC0600012032.hg.1","PKHD1"
"26217","TC0600012035.hg.1","LINCMD1"
"26218","TC0600012038.hg.1","MCM3"
"26219","TC0600012040.hg.1","TRAM2"
"26220","TC0600012043.hg.1",NA
"26221","TC0600012044.hg.1",NA
"26222","TC0600012045.hg.1",NA
"26223","TC0600012048.hg.1",NA
"26224","TC0600012049.hg.1","GSTA7P"
"26225","TC0600012050.hg.1","GSTA2"
"26226","TC0600012051.hg.1",NA
"26227","TC0600012053.hg.1","GSTA1"
"26228","TC0600012056.hg.1",NA
"26229","TC0600012059.hg.1","GSTA4"
"26230","TC0600012060.hg.1",NA
"26231","TC0600012062.hg.1",NA
"26232","TC0600012066.hg.1",NA
"26233","TC0600012068.hg.1",NA
"26234","TC0600012070.hg.1",NA
"26235","TC0600012079.hg.1",NA
"26236","TC0600012082.hg.1",NA
"26237","TC0600012086.hg.1",NA
"26238","TC0600012088.hg.1",NA
"26239","TC0600012099.hg.1",NA
"26240","TC0600012102.hg.1",NA
"26241","TC0600012103.hg.1",NA
"26242","TC0600012107.hg.1",NA
"26243","TC0600012109.hg.1",NA
"26244","TC0600012112.hg.1",NA
"26245","TC0600012117.hg.1",NA
"26246","TC0600012118.hg.1",NA
"26247","TC0600012120.hg.1",NA
"26248","TC0600012121.hg.1",NA
"26249","TC0600012122.hg.1",NA
"26250","TC0600012123.hg.1","DST"
"26251","TC0600012126.hg.1",NA
"26252","TC0600012127.hg.1",NA
"26253","TC0600012129.hg.1",NA
"26254","TC0600012132.hg.1","RAB23"
"26255","TC0600012134.hg.1",NA
"26256","TC0600012136.hg.1",NA
"26257","TC0600012139.hg.1",NA
"26258","TC0600012142.hg.1",NA
"26259","TC0600012147.hg.1",NA
"26260","TC0600012149.hg.1",NA
"26261","TC0600012151.hg.1",NA
"26262","TC0600012153.hg.1",NA
"26263","TC0600012155.hg.1",NA
"26264","TC0600012156.hg.1",NA
"26265","TC0600012157.hg.1",NA
"26266","TC0600012158.hg.1",NA
"26267","TC0600012160.hg.1",NA
"26268","TC0600012162.hg.1",NA
"26269","TC0600012166.hg.1",NA
"26270","TC0600012167.hg.1",NA
"26271","TC0600012168.hg.1",NA
"26272","TC0600012170.hg.1",NA
"26273","TC0600012172.hg.1",NA
"26274","TC0600012174.hg.1",NA
"26275","TC0600012175.hg.1","KHDRBS2"
"26276","TC0600012176.hg.1",NA
"26277","TC0600012178.hg.1",NA
"26278","TC0600012179.hg.1",NA
"26279","TC0600012180.hg.1",NA
"26280","TC0600012182.hg.1",NA
"26281","TC0600012187.hg.1",NA
"26282","TC0600012188.hg.1","LGSN"
"26283","TC0600012191.hg.1",NA
"26284","TC0600012194.hg.1",NA
"26285","TC0600012196.hg.1",NA
"26286","TC0600012197.hg.1",NA
"26287","TC0600012199.hg.1","EYS"
"26288","TC0600012200.hg.1",NA
"26289","TC0600012203.hg.1",NA
"26290","TC0600012205.hg.1",NA
"26291","TC0600012208.hg.1",NA
"26292","TC0600012209.hg.1",NA
"26293","TC0600012210.hg.1",NA
"26294","TC0600012213.hg.1",NA
"26295","TC0600012215.hg.1",NA
"26296","TC0600012217.hg.1",NA
"26297","TC0600012218.hg.1",NA
"26298","TC0600012219.hg.1",NA
"26299","TC0600012229.hg.1","ADGRB3-DT"
"26300","TC0600012234.hg.1",NA
"26301","TC0600012235.hg.1",NA
"26302","TC0600012240.hg.1","LMBRD1"
"26303","TC0600012242.hg.1",NA
"26304","TC0600012243.hg.1",NA
"26305","TC0600012245.hg.1",NA
"26306","TC0600012247.hg.1","COL9A1"
"26307","TC0600012248.hg.1",NA
"26308","TC0600012249.hg.1",NA
"26309","TC0600012250.hg.1",NA
"26310","TC0600012251.hg.1",NA
"26311","TC0600012253.hg.1",NA
"26312","TC0600012255.hg.1",NA
"26313","TC0600012256.hg.1",NA
"26314","TC0600012258.hg.1",NA
"26315","TC0600012260.hg.1",NA
"26316","TC0600012262.hg.1",NA
"26317","TC0600012263.hg.1",NA
"26318","TC0600012268.hg.1",NA
"26319","TC0600012269.hg.1",NA
"26320","TC0600012270.hg.1",NA
"26321","TC0600012273.hg.1",NA
"26322","TC0600012274.hg.1",NA
"26323","TC0600012276.hg.1",NA
"26324","TC0600012281.hg.1",NA
"26325","TC0600012282.hg.1",NA
"26326","TC0600012288.hg.1","DPPA5"
"26327","TC0600012289.hg.1","OOEP"
"26328","TC0600012292.hg.1",NA
"26329","TC0600012293.hg.1","CGAS"
"26330","TC0600012294.hg.1",NA
"26331","TC0600012295.hg.1",NA
"26332","TC0600012298.hg.1",NA
"26333","TC0600012299.hg.1","SLC17A5"
"26334","TC0600012300.hg.1",NA
"26335","TC0600012304.hg.1",NA
"26336","TC0600012305.hg.1",NA
"26337","TC0600012307.hg.1",NA
"26338","TC0600012309.hg.1",NA
"26339","TC0600012311.hg.1",NA
"26340","TC0600012315.hg.1","COX7A2"
"26341","TC0600012316.hg.1","TMEM30A"
"26342","TC0600012318.hg.1",NA
"26343","TC0600012319.hg.1",NA
"26344","TC0600012322.hg.1",NA
"26345","TC0600012324.hg.1",NA
"26346","TC0600012327.hg.1",NA
"26347","TC0600012328.hg.1",NA
"26348","TC0600012330.hg.1",NA
"26349","TC0600012334.hg.1",NA
"26350","TC0600012335.hg.1",NA
"26351","TC0600012336.hg.1",NA
"26352","TC0600012338.hg.1",NA
"26353","TC0600012339.hg.1",NA
"26354","TC0600012340.hg.1",NA
"26355","TC0600012342.hg.1",NA
"26356","TC0600012344.hg.1",NA
"26357","TC0600012348.hg.1",NA
"26358","TC0600012349.hg.1",NA
"26359","TC0600012350.hg.1",NA
"26360","TC0600012351.hg.1",NA
"26361","TC0600012358.hg.1","PHIP"
"26362","TC0600012359.hg.1",NA
"26363","TC0600012360.hg.1",NA
"26364","TC0600012363.hg.1","HMGN3"
"26365","TC0600012365.hg.1",NA
"26366","TC0600012366.hg.1",NA
"26367","TC0600012367.hg.1",NA
"26368","TC0600012370.hg.1",NA
"26369","TC0600012372.hg.1","LCA5"
"26370","TC0600012374.hg.1",NA
"26371","TC0600012378.hg.1",NA
"26372","TC0600012382.hg.1",NA
"26373","TC0600012383.hg.1",NA
"26374","TC0600012386.hg.1",NA
"26375","TC0600012387.hg.1",NA
"26376","TC0600012392.hg.1",NA
"26377","TC0600012396.hg.1",NA
"26378","TC0600012398.hg.1",NA
"26379","TC0600012400.hg.1",NA
"26380","TC0600012403.hg.1",NA
"26381","TC0600012405.hg.1",NA
"26382","TC0600012408.hg.1",NA
"26383","TC0600012413.hg.1","IBTK"
"26384","TC0600012414.hg.1",NA
"26385","TC0600012417.hg.1",NA
"26386","TC0600012419.hg.1",NA
"26387","TC0600012420.hg.1",NA
"26388","TC0600012423.hg.1",NA
"26389","TC0600012424.hg.1",NA
"26390","TC0600012425.hg.1",NA
"26391","TC0600012426.hg.1",NA
"26392","TC0600012427.hg.1",NA
"26393","TC0600012430.hg.1",NA
"26394","TC0600012432.hg.1","PGM3"
"26395","TC0600012433.hg.1",NA
"26396","TC0600012434.hg.1","ME1"
"26397","TC0600012435.hg.1",NA
"26398","TC0600012441.hg.1",NA
"26399","TC0600012444.hg.1",NA
"26400","TC0600012447.hg.1",NA
"26401","TC0600012450.hg.1",NA
"26402","TC0600012452.hg.1","CEP162"
"26403","TC0600012455.hg.1","LINC01611"
"26404","TC0600012456.hg.1",NA
"26405","TC0600012461.hg.1",NA
"26406","TC0600012462.hg.1",NA
"26407","TC0600012463.hg.1",NA
"26408","TC0600012465.hg.1",NA
"26409","TC0600012467.hg.1",NA
"26410","TC0600012471.hg.1",NA
"26411","TC0600012472.hg.1",NA
"26412","TC0600012474.hg.1",NA
"26413","TC0600012475.hg.1",NA
"26414","TC0600012477.hg.1","SNORD50A"
"26415","TC0600012477.hg.1","SNHG5"
"26416","TC0600012477.hg.1","SNORD50B"
"26417","TC0600012478.hg.1",NA
"26418","TC0600012480.hg.1",NA
"26419","TC0600012481.hg.1",NA
"26420","TC0600012484.hg.1",NA
"26421","TC0600012491.hg.1",NA
"26422","TC0600012493.hg.1",NA
"26423","TC0600012500.hg.1",NA
"26424","TC0600012501.hg.1",NA
"26425","TC0600012502.hg.1","GJB7"
"26426","TC0600012503.hg.1",NA
"26427","TC0600012504.hg.1",NA
"26428","TC0600012508.hg.1",NA
"26429","TC0600012509.hg.1",NA
"26430","TC0600012510.hg.1",NA
"26431","TC0600012511.hg.1",NA
"26432","TC0600012514.hg.1","AKIRIN2"
"26433","TC0600012517.hg.1",NA
"26434","TC0600012518.hg.1",NA
"26435","TC0600012523.hg.1",NA
"26436","TC0600012528.hg.1",NA
"26437","TC0600012531.hg.1",NA
"26438","TC0600012536.hg.1","SRSF12"
"26439","TC0600012539.hg.1","GABRR1"
"26440","TC0600012540.hg.1","GABRR2"
"26441","TC0600012541.hg.1",NA
"26442","TC0600012542.hg.1","UBE2J1"
"26443","TC0600012546.hg.1",NA
"26444","TC0600012548.hg.1",NA
"26445","TC0600012549.hg.1",NA
"26446","TC0600012550.hg.1","LYRM2"
"26447","TC0600012551.hg.1","MDN1"
"26448","TC0600012554.hg.1","BACH2"
"26449","TC0600012556.hg.1",NA
"26450","TC0600012558.hg.1",NA
"26451","TC0600012560.hg.1",NA
"26452","TC0600012561.hg.1",NA
"26453","TC0600012564.hg.1",NA
"26454","TC0600012565.hg.1",NA
"26455","TC0600012566.hg.1","MAP3K7"
"26456","TC0600012567.hg.1",NA
"26457","TC0600012568.hg.1",NA
"26458","TC0600012570.hg.1",NA
"26459","TC0600012571.hg.1",NA
"26460","TC0600012573.hg.1",NA
"26461","TC0600012574.hg.1","CASC6"
"26462","TC0600012578.hg.1",NA
"26463","TC0600012581.hg.1",NA
"26464","TC0600012583.hg.1",NA
"26465","TC0600012586.hg.1",NA
"26466","TC0600012594.hg.1",NA
"26467","TC0600012597.hg.1","EPHA7"
"26468","TC0600012601.hg.1",NA
"26469","TC0600012602.hg.1",NA
"26470","TC0600012603.hg.1",NA
"26471","TC0600012607.hg.1",NA
"26472","TC0600012610.hg.1",NA
"26473","TC0600012611.hg.1",NA
"26474","TC0600012614.hg.1",NA
"26475","TC0600012618.hg.1",NA
"26476","TC0600012620.hg.1",NA
"26477","TC0600012622.hg.1",NA
"26478","TC0600012630.hg.1",NA
"26479","TC0600012631.hg.1","MMS22L"
"26480","TC0600012633.hg.1",NA
"26481","TC0600012634.hg.1",NA
"26482","TC0600012638.hg.1",NA
"26483","TC0600012641.hg.1",NA
"26484","TC0600012643.hg.1",NA
"26485","TC0600012645.hg.1",NA
"26486","TC0600012646.hg.1",NA
"26487","TC0600012648.hg.1",NA
"26488","TC0600012651.hg.1",NA
"26489","TC0600012653.hg.1",NA
"26490","TC0600012655.hg.1","PNISR"
"26491","TC0600012656.hg.1","USP45"
"26492","TC0600012658.hg.1","CCNC"
"26493","TC0600012659.hg.1",NA
"26494","TC0600012661.hg.1",NA
"26495","TC0600012662.hg.1",NA
"26496","TC0600012666.hg.1",NA
"26497","TC0600012671.hg.1","ASCC3"
"26498","TC0600012673.hg.1",NA
"26499","TC0600012674.hg.1",NA
"26500","TC0600012676.hg.1",NA
"26501","TC0600012678.hg.1",NA
"26502","TC0600012680.hg.1",NA
"26503","TC0600012681.hg.1",NA
"26504","TC0600012682.hg.1",NA
"26505","TC0600012684.hg.1",NA
"26506","TC0600012686.hg.1",NA
"26507","TC0600012687.hg.1",NA
"26508","TC0600012691.hg.1",NA
"26509","TC0600012694.hg.1",NA
"26510","TC0600012695.hg.1",NA
"26511","TC0600012696.hg.1",NA
"26512","TC0600012698.hg.1",NA
"26513","TC0600012702.hg.1","HACE1"
"26514","TC0600012711.hg.1",NA
"26515","TC0600012713.hg.1","PREP"
"26516","TC0600012714.hg.1",NA
"26517","TC0600012715.hg.1",NA
"26518","TC0600012719.hg.1",NA
"26519","TC0600012720.hg.1",NA
"26520","TC0600012721.hg.1",NA
"26521","TC0600012724.hg.1",NA
"26522","TC0600012725.hg.1",NA
"26523","TC0600012726.hg.1",NA
"26524","TC0600012728.hg.1",NA
"26525","TC0600012730.hg.1",NA
"26526","TC0600012731.hg.1","ATG5"
"26527","TC0600012734.hg.1",NA
"26528","TC0600012735.hg.1",NA
"26529","TC0600012740.hg.1","RTN4IP1"
"26530","TC0600012745.hg.1",NA
"26531","TC0600012747.hg.1","CD24"
"26532","TC0600012749.hg.1",NA
"26533","TC0600012750.hg.1","BEND3"
"26534","TC0600012752.hg.1","PDSS2"
"26535","TC0600012756.hg.1",NA
"26536","TC0600012757.hg.1",NA
"26537","TC0600012759.hg.1",NA
"26538","TC0600012762.hg.1",NA
"26539","TC0600012763.hg.1","SCML4"
"26540","TC0600012764.hg.1","SEC63"
"26541","TC0600012765.hg.1",NA
"26542","TC0600012766.hg.1",NA
"26543","TC0600012767.hg.1",NA
"26544","TC0600012770.hg.1",NA
"26545","TC0600012772.hg.1",NA
"26546","TC0600012775.hg.1",NA
"26547","TC0600012776.hg.1",NA
"26548","TC0600012777.hg.1","SNX3"
"26549","TC0600012780.hg.1",NA
"26550","TC0600012784.hg.1",NA
"26551","TC0600012787.hg.1",NA
"26552","TC0600012790.hg.1",NA
"26553","TC0600012792.hg.1",NA
"26554","TC0600012793.hg.1",NA
"26555","TC0600012794.hg.1",NA
"26556","TC0600012795.hg.1",NA
"26557","TC0600012797.hg.1",NA
"26558","TC0600012798.hg.1",NA
"26559","TC0600012799.hg.1",NA
"26560","TC0600012801.hg.1","SESN1"
"26561","TC0600012802.hg.1",NA
"26562","TC0600012805.hg.1",NA
"26563","TC0600012806.hg.1",NA
"26564","TC0600012807.hg.1",NA
"26565","TC0600012808.hg.1",NA
"26566","TC0600012811.hg.1",NA
"26567","TC0600012812.hg.1",NA
"26568","TC0600012813.hg.1",NA
"26569","TC0600012814.hg.1","CD164"
"26570","TC0600012815.hg.1","PPIL6"
"26571","TC0600012817.hg.1","AK9"
"26572","TC0600012818.hg.1",NA
"26573","TC0600012820.hg.1",NA
"26574","TC0600012821.hg.1",NA
"26575","TC0600012822.hg.1",NA
"26576","TC0600012824.hg.1",NA
"26577","TC0600012825.hg.1",NA
"26578","TC0600012827.hg.1","WASF1"
"26579","TC0600012828.hg.1",NA
"26580","TC0600012830.hg.1",NA
"26581","TC0600012833.hg.1","SLC22A16"
"26582","TC0600012836.hg.1",NA
"26583","TC0600012838.hg.1",NA
"26584","TC0600012839.hg.1","CDK19"
"26585","TC0600012841.hg.1",NA
"26586","TC0600012844.hg.1",NA
"26587","TC0600012845.hg.1",NA
"26588","TC0600012847.hg.1",NA
"26589","TC0600012848.hg.1",NA
"26590","TC0600012853.hg.1",NA
"26591","TC0600012856.hg.1",NA
"26592","TC0600012857.hg.1",NA
"26593","TC0600012859.hg.1",NA
"26594","TC0600012862.hg.1",NA
"26595","TC0600012863.hg.1","REV3L"
"26596","TC0600012864.hg.1",NA
"26597","TC0600012866.hg.1",NA
"26598","TC0600012867.hg.1",NA
"26599","TC0600012869.hg.1",NA
"26600","TC0600012870.hg.1",NA
"26601","TC0600012872.hg.1",NA
"26602","TC0600012873.hg.1",NA
"26603","TC0600012875.hg.1","FYN"
"26604","TC0600012877.hg.1",NA
"26605","TC0600012879.hg.1",NA
"26606","TC0600012880.hg.1",NA
"26607","TC0600012883.hg.1","TUBE1"
"26608","TC0600012888.hg.1",NA
"26609","TC0600012892.hg.1",NA
"26610","TC0600012893.hg.1",NA
"26611","TC0600012895.hg.1",NA
"26612","TC0600012897.hg.1",NA
"26613","TC0600012898.hg.1",NA
"26614","TC0600012900.hg.1",NA
"26615","TC0600012902.hg.1",NA
"26616","TC0600012903.hg.1",NA
"26617","TC0600012905.hg.1",NA
"26618","TC0600012908.hg.1",NA
"26619","TC0600012913.hg.1",NA
"26620","TC0600012914.hg.1",NA
"26621","TC0600012915.hg.1",NA
"26622","TC0600012917.hg.1",NA
"26623","TC0600012918.hg.1",NA
"26624","TC0600012919.hg.1",NA
"26625","TC0600012922.hg.1",NA
"26626","TC0600012925.hg.1","MROCKI"
"26627","TC0600012926.hg.1",NA
"26628","TC0600012928.hg.1",NA
"26629","TC0600012929.hg.1",NA
"26630","TC0600012934.hg.1",NA
"26631","TC0600012936.hg.1",NA
"26632","TC0600012938.hg.1",NA
"26633","TC0600012940.hg.1",NA
"26634","TC0600012943.hg.1",NA
"26635","TC0600012947.hg.1",NA
"26636","TC0600012948.hg.1",NA
"26637","TC0600012950.hg.1",NA
"26638","TC0600012952.hg.1","FRK"
"26639","TC0600012954.hg.1","COL10A1"
"26640","TC0600012955.hg.1",NA
"26641","TC0600012956.hg.1",NA
"26642","TC0600012957.hg.1",NA
"26643","TC0600012958.hg.1","TSPYL4"
"26644","TC0600012966.hg.1",NA
"26645","TC0600012968.hg.1","TRAPPC3L"
"26646","TC0600012971.hg.1","ZUP1"
"26647","TC0600012974.hg.1",NA
"26648","TC0600012976.hg.1","GPRC6A"
"26649","TC0600012984.hg.1",NA
"26650","TC0600012986.hg.1",NA
"26651","TC0600012990.hg.1",NA
"26652","TC0600012993.hg.1",NA
"26653","TC0600012995.hg.1",NA
"26654","TC0600012996.hg.1",NA
"26655","TC0600012999.hg.1",NA
"26656","TC0600013001.hg.1","CEP85L"
"26657","TC0600013002.hg.1",NA
"26658","TC0600013004.hg.1","MCM9"
"26659","TC0600013005.hg.1",NA
"26660","TC0600013006.hg.1",NA
"26661","TC0600013007.hg.1","FAM184A"
"26662","TC0600013011.hg.1",NA
"26663","TC0600013012.hg.1",NA
"26664","TC0600013014.hg.1",NA
"26665","TC0600013016.hg.1",NA
"26666","TC0600013018.hg.1",NA
"26667","TC0600013021.hg.1",NA
"26668","TC0600013024.hg.1",NA
"26669","TC0600013027.hg.1",NA
"26670","TC0600013028.hg.1",NA
"26671","TC0600013030.hg.1",NA
"26672","TC0600013032.hg.1",NA
"26673","TC0600013033.hg.1","TBC1D32"
"26674","TC0600013034.hg.1",NA
"26675","TC0600013037.hg.1",NA
"26676","TC0600013038.hg.1",NA
"26677","TC0600013045.hg.1",NA
"26678","TC0600013047.hg.1",NA
"26679","TC0600013053.hg.1",NA
"26680","TC0600013054.hg.1","SERINC1"
"26681","TC0600013055.hg.1",NA
"26682","TC0600013059.hg.1",NA
"26683","TC0600013060.hg.1",NA
"26684","TC0600013062.hg.1","TRDN"
"26685","TC0600013063.hg.1",NA
"26686","TC0600013065.hg.1",NA
"26687","TC0600013066.hg.1",NA
"26688","TC0600013068.hg.1",NA
"26689","TC0600013069.hg.1",NA
"26690","TC0600013071.hg.1",NA
"26691","TC0600013072.hg.1",NA
"26692","TC0600013074.hg.1",NA
"26693","TC0600013075.hg.1",NA
"26694","TC0600013078.hg.1",NA
"26695","TC0600013079.hg.1",NA
"26696","TC0600013082.hg.1",NA
"26697","TC0600013083.hg.1",NA
"26698","TC0600013084.hg.1",NA
"26699","TC0600013085.hg.1",NA
"26700","TC0600013086.hg.1",NA
"26701","TC0600013088.hg.1",NA
"26702","TC0600013090.hg.1",NA
"26703","TC0600013091.hg.1",NA
"26704","TC0600013092.hg.1",NA
"26705","TC0600013093.hg.1",NA
"26706","TC0600013095.hg.1",NA
"26707","TC0600013096.hg.1",NA
"26708","TC0600013098.hg.1",NA
"26709","TC0600013101.hg.1",NA
"26710","TC0600013103.hg.1",NA
"26711","TC0600013112.hg.1",NA
"26712","TC0600013115.hg.1","ECHDC1"
"26713","TC0600013116.hg.1",NA
"26714","TC0600013118.hg.1",NA
"26715","TC0600013119.hg.1","MTCL3"
"26716","TC0600013119.hg.1","KIAA0408"
"26717","TC0600013120.hg.1",NA
"26718","TC0600013121.hg.1",NA
"26719","TC0600013122.hg.1",NA
"26720","TC0600013123.hg.1",NA
"26721","TC0600013124.hg.1",NA
"26722","TC0600013126.hg.1","PTPRK"
"26723","TC0600013127.hg.1",NA
"26724","TC0600013128.hg.1",NA
"26725","TC0600013129.hg.1",NA
"26726","TC0600013130.hg.1",NA
"26727","TC0600013131.hg.1",NA
"26728","TC0600013139.hg.1",NA
"26729","TC0600013140.hg.1",NA
"26730","TC0600013142.hg.1",NA
"26731","TC0600013144.hg.1",NA
"26732","TC0600013145.hg.1",NA
"26733","TC0600013147.hg.1","ARHGAP18"
"26734","TC0600013148.hg.1",NA
"26735","TC0600013149.hg.1",NA
"26736","TC0600013151.hg.1",NA
"26737","TC0600013152.hg.1",NA
"26738","TC0600013153.hg.1",NA
"26739","TC0600013154.hg.1",NA
"26740","TC0600013156.hg.1",NA
"26741","TC0600013157.hg.1",NA
"26742","TC0600013158.hg.1",NA
"26743","TC0600013159.hg.1",NA
"26744","TC0600013160.hg.1","SAMD3"
"26745","TC0600013162.hg.1",NA
"26746","TC0600013164.hg.1",NA
"26747","TC0600013165.hg.1","EPB41L2"
"26748","TC0600013166.hg.1",NA
"26749","TC0600013167.hg.1",NA
"26750","TC0600013169.hg.1",NA
"26751","TC0600013170.hg.1",NA
"26752","TC0600013173.hg.1",NA
"26753","TC0600013174.hg.1",NA
"26754","TC0600013175.hg.1",NA
"26755","TC0600013176.hg.1",NA
"26756","TC0600013179.hg.1","OR2A4"
"26757","TC0600013180.hg.1","CTAGE9"
"26758","TC0600013186.hg.1","CCN2"
"26759","TC0600013188.hg.1",NA
"26760","TC0600013189.hg.1",NA
"26761","TC0600013190.hg.1","MOXD1"
"26762","TC0600013192.hg.1",NA
"26763","TC0600013195.hg.1",NA
"26764","TC0600013198.hg.1",NA
"26765","TC0600013200.hg.1","TAAR2"
"26766","TC0600013203.hg.1","VNN1"
"26767","TC0600013205.hg.1","VNN2"
"26768","TC0600013207.hg.1",NA
"26769","TC0600013208.hg.1",NA
"26770","TC0600013210.hg.1",NA
"26771","TC0600013215.hg.1",NA
"26772","TC0600013216.hg.1",NA
"26773","TC0600013217.hg.1",NA
"26774","TC0600013219.hg.1",NA
"26775","TC0600013220.hg.1","TARID"
"26776","TC0600013223.hg.1",NA
"26777","TC0600013225.hg.1",NA
"26778","TC0600013228.hg.1","SLC2A12"
"26779","TC0600013230.hg.1",NA
"26780","TC0600013231.hg.1","SGK1"
"26781","TC0600013233.hg.1",NA
"26782","TC0600013235.hg.1",NA
"26783","TC0600013236.hg.1",NA
"26784","TC0600013237.hg.1",NA
"26785","TC0600013238.hg.1",NA
"26786","TC0600013243.hg.1",NA
"26787","TC0600013246.hg.1",NA
"26788","TC0600013250.hg.1",NA
"26789","TC0600013251.hg.1","HBS1L"
"26790","TC0600013252.hg.1","MIR3662"
"26791","TC0600013253.hg.1",NA
"26792","TC0600013255.hg.1",NA
"26793","TC0600013256.hg.1",NA
"26794","TC0600013257.hg.1",NA
"26795","TC0600013258.hg.1","AHI1"
"26796","TC0600013260.hg.1",NA
"26797","TC0600013263.hg.1",NA
"26798","TC0600013267.hg.1",NA
"26799","TC0600013271.hg.1","MTFR2"
"26800","TC0600013272.hg.1","BCLAF1"
"26801","TC0600013273.hg.1",NA
"26802","TC0600013274.hg.1",NA
"26803","TC0600013278.hg.1",NA
"26804","TC0600013279.hg.1",NA
"26805","TC0600013281.hg.1",NA
"26806","TC0600013282.hg.1",NA
"26807","TC0600013283.hg.1",NA
"26808","TC0600013284.hg.1",NA
"26809","TC0600013285.hg.1",NA
"26810","TC0600013289.hg.1",NA
"26811","TC0600013290.hg.1",NA
"26812","TC0600013291.hg.1",NA
"26813","TC0600013295.hg.1","IL20RA"
"26814","TC0600013296.hg.1",NA
"26815","TC0600013298.hg.1",NA
"26816","TC0600013300.hg.1","IFNGR1"
"26817","TC0600013301.hg.1",NA
"26818","TC0600013303.hg.1",NA
"26819","TC0600013309.hg.1",NA
"26820","TC0600013312.hg.1",NA
"26821","TC0600013315.hg.1",NA
"26822","TC0600013316.hg.1","WAKMAR2"
"26823","TC0600013317.hg.1",NA
"26824","TC0600013322.hg.1",NA
"26825","TC0600013323.hg.1",NA
"26826","TC0600013325.hg.1",NA
"26827","TC0600013326.hg.1","PERP"
"26828","TC0600013327.hg.1",NA
"26829","TC0600013328.hg.1",NA
"26830","TC0600013329.hg.1",NA
"26831","TC0600013330.hg.1","PBOV1"
"26832","TC0600013331.hg.1",NA
"26833","TC0600013332.hg.1",NA
"26834","TC0600013336.hg.1","MIR3145"
"26835","TC0600013337.hg.1",NA
"26836","TC0600013338.hg.1",NA
"26837","TC0600013339.hg.1",NA
"26838","TC0600013340.hg.1",NA
"26839","TC0600013344.hg.1",NA
"26840","TC0600013345.hg.1",NA
"26841","TC0600013346.hg.1",NA
"26842","TC0600013348.hg.1",NA
"26843","TC0600013349.hg.1",NA
"26844","TC0600013350.hg.1","REPS1"
"26845","TC0600013353.hg.1",NA
"26846","TC0600013356.hg.1",NA
"26847","TC0600013360.hg.1",NA
"26848","TC0600013362.hg.1","LINC01625"
"26849","TC0600013363.hg.1",NA
"26850","TC0600013365.hg.1",NA
"26851","TC0600013366.hg.1",NA
"26852","TC0600013374.hg.1",NA
"26853","TC0600013375.hg.1",NA
"26854","TC0600013376.hg.1",NA
"26855","TC0600013380.hg.1",NA
"26856","TC0600013389.hg.1",NA
"26857","TC0600013391.hg.1",NA
"26858","TC0600013393.hg.1",NA
"26859","TC0600013397.hg.1",NA
"26860","TC0600013400.hg.1",NA
"26861","TC0600013401.hg.1",NA
"26862","TC0600013402.hg.1",NA
"26863","TC0600013404.hg.1","LOC153910"
"26864","TC0600013406.hg.1",NA
"26865","TC0600013407.hg.1",NA
"26866","TC0600013409.hg.1","HIVEP2"
"26867","TC0600013410.hg.1",NA
"26868","TC0600013411.hg.1",NA
"26869","TC0600013412.hg.1",NA
"26870","TC0600013413.hg.1",NA
"26871","TC0600013414.hg.1",NA
"26872","TC0600013415.hg.1","LINC01277"
"26873","TC0600013416.hg.1",NA
"26874","TC0600013417.hg.1",NA
"26875","TC0600013421.hg.1",NA
"26876","TC0600013423.hg.1",NA
"26877","TC0600013425.hg.1","ADAT2"
"26878","TC0600013427.hg.1","FUCA2"
"26879","TC0600013429.hg.1",NA
"26880","TC0600013431.hg.1","PLAGL1"
"26881","TC0600013431.hg.1","HYMAI"
"26882","TC0600013432.hg.1",NA
"26883","TC0600013433.hg.1","SF3B5"
"26884","TC0600013435.hg.1",NA
"26885","TC0600013436.hg.1",NA
"26886","TC0600013439.hg.1",NA
"26887","TC0600013440.hg.1",NA
"26888","TC0600013442.hg.1",NA
"26889","TC0600013443.hg.1",NA
"26890","TC0600013447.hg.1",NA
"26891","TC0600013450.hg.1",NA
"26892","TC0600013453.hg.1",NA
"26893","TC0600013458.hg.1","EPM2A"
"26894","TC0600013459.hg.1",NA
"26895","TC0600013461.hg.1",NA
"26896","TC0600013462.hg.1","FBXO30"
"26897","TC0600013463.hg.1",NA
"26898","TC0600013465.hg.1",NA
"26899","TC0600013466.hg.1",NA
"26900","TC0600013470.hg.1",NA
"26901","TC0600013474.hg.1","STXBP5-AS1"
"26902","TC0600013476.hg.1",NA
